"Step","ex_iid - test/acc","ex_iid - test/acc__MIN","ex_iid - test/acc__MAX"
"744","0.9885","0.9885","0.9885"
"745","0.9885","0.9885","0.9885"
"746","0.9893","0.9893","0.9893"
"747","0.9884","0.9884","0.9884"
"748","0.9892","0.9892","0.9892"
"749","0.9885","0.9885","0.9885"
"750","0.9883","0.9883","0.9883"
"751","0.9882","0.9882","0.9882"
"752","0.9889","0.9889","0.9889"
"753","0.9887","0.9887","0.9887"
"754","0.9882","0.9882","0.9882"
"755","0.9894","0.9894","0.9894"
"756","0.989","0.989","0.989"
"757","0.9894","0.9894","0.9894"
"758","0.9887","0.9887","0.9887"
"759","0.989","0.989","0.989"
"760","0.989","0.989","0.989"
"761","0.9886","0.9886","0.9886"
"762","0.9886","0.9886","0.9886"
"763","0.9892","0.9892","0.9892"
"764","0.9879","0.9879","0.9879"
"765","0.9883","0.9883","0.9883"
"766","0.9881","0.9881","0.9881"
"767","0.9884","0.9884","0.9884"
"768","0.988","0.988","0.988"
"769","0.9887","0.9887","0.9887"
"770","0.9886","0.9886","0.9886"
"771","0.9884","0.9884","0.9884"
"772","0.9884","0.9884","0.9884"
"773","0.9879","0.9879","0.9879"
"774","0.989","0.989","0.989"
"775","0.9889","0.9889","0.9889"
"776","0.9891","0.9891","0.9891"
"777","0.9889","0.9889","0.9889"
"778","0.9897","0.9897","0.9897"
"779","0.989","0.989","0.989"
"780","0.9886","0.9886","0.9886"
"781","0.9889","0.9889","0.9889"
"782","0.987","0.987","0.987"
"783","0.9891","0.9891","0.9891"
"784","0.9878","0.9878","0.9878"
"785","0.989","0.989","0.989"
"786","0.988","0.988","0.988"
"787","0.9894","0.9894","0.9894"
"788","0.9886","0.9886","0.9886"
"789","0.9895","0.9895","0.9895"
"790","0.9888","0.9888","0.9888"
"791","0.9885","0.9885","0.9885"
"792","0.9895","0.9895","0.9895"
"793","0.989","0.989","0.989"
"794","0.9884","0.9884","0.9884"
"795","0.9897","0.9897","0.9897"
"796","0.9892","0.9892","0.9892"
"797","0.9893","0.9893","0.9893"
"798","0.9885","0.9885","0.9885"
"799","0.989","0.989","0.989"
"800","0.9894","0.9894","0.9894"
"801","0.9889","0.9889","0.9889"
"802","0.9896","0.9896","0.9896"
"803","0.9893","0.9893","0.9893"
"804","0.9892","0.9892","0.9892"
"805","0.9886","0.9886","0.9886"
"806","0.9894","0.9894","0.9894"
"807","0.989","0.989","0.989"
"808","0.9889","0.9889","0.9889"
"809","0.9893","0.9893","0.9893"
"810","0.989","0.989","0.989"
"811","0.9887","0.9887","0.9887"
"812","0.9888","0.9888","0.9888"
"813","0.9889","0.9889","0.9889"
"814","0.99","0.99","0.99"
